age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,exam_score,exam_score_quantile,cluster,cluster_kmeans
19,Female,2.8,3.1,4.5,No,95.9,6.3,Fair,2,,Good,40.7,Low,3,3
18,Female,3.8,0.7,2.1,No,77.5,7.2,Good,5,Bachelor,Good,81.8,High,2,2
18,Male,3.9,3.4,3.2,No,65.3,5.1,Fair,6,High School,Average,77.0,Medium-High,1,1
18,Female,3.1,3.2,1.6,No,84.8,7.5,Fair,6,Master,Good,65.7,Medium-Low,3,3
17,Male,4.4,1.3,2.4,No,87.9,5.5,Good,2,Master,Good,80.9,Medium-High,1,1
24,Female,2.8,2.2,2.7,No,87.5,5.9,Good,0,,Good,47.4,Low,1,1
17,Male,4.8,2.5,3.1,Yes,81.7,7.1,Fair,5,High School,Good,83.0,High,0,0
17,Male,1.5,2.3,3.0,No,86.2,5.7,Fair,1,High School,Good,54.2,Low,3,3
19,Male,3.7,2.9,2.8,No,100.0,6.5,Good,6,Bachelor,Average,82.5,High,2,2
22,Female,6.4,4.2,1.5,Yes,88.8,6.1,Fair,0,High School,Good,85.0,High,0,0
24,Male,2.0,3.8,1.2,No,81.3,6.7,Good,1,Bachelor,Good,40.4,Low,1,1
23,Female,2.5,0.9,2.2,Yes,80.0,3.6,Good,5,Bachelor,Average,58.9,Medium-Low,0,0
21,Male,4.3,3.2,2.8,No,83.3,4.3,Poor,2,High School,Poor,67.5,Medium-Low,3,3
18,Male,3.8,4.1,1.6,No,100.0,7.2,Good,4,,Good,81.0,Medium-High,1,1
23,Female,4.0,3.0,3.0,No,83.2,7.7,Good,3,Bachelor,Average,74.7,Medium-High,1,1
18,Female,4.2,3.8,3.4,Yes,84.8,5.4,Good,2,High School,Good,67.4,Medium-Low,0,0
19,Male,4.5,4.9,0.8,No,80.2,6.2,Good,1,Bachelor,Poor,72.2,Medium-High,3,3
18,Female,5.2,3.7,0.9,No,96.0,6.9,Good,0,High School,Poor,77.1,Medium-High,2,2
17,Female,4.1,2.8,1.6,No,100.0,7.3,Poor,6,Bachelor,Average,87.9,High,2,2
24,Female,3.1,3.8,2.1,No,89.5,4.1,Fair,5,Master,Average,54.1,Low,1,1
21,Male,4.5,2.7,1.2,Yes,85.8,5.4,Good,2,Master,Good,62.9,Medium-Low,0,0
20,Male,6.3,2.5,3.3,No,85.4,6.1,Fair,6,High School,Good,95.6,High,2,2
18,Female,3.3,2.1,2.3,No,61.2,7.3,Poor,6,High School,Poor,67.1,Medium-Low,3,3
23,Male,2.0,4.4,1.8,No,92.5,9.5,Good,4,Bachelor,Average,51.5,Low,3,3
17,Female,5.2,1.5,0.2,Yes,86.3,6.2,Good,5,High School,Average,97.9,High,2,2
20,Female,3.3,4.3,0.4,Yes,89.3,4.8,Poor,1,High School,Average,67.0,Medium-Low,0,0
21,Female,0.2,3.1,2.1,Yes,77.9,7.0,Good,5,Master,Good,31.5,Low,0,0
20,Female,4.8,0.8,0.0,No,81.2,8.1,Good,5,High School,Average,88.0,High,2,2
17,Other,2.7,2.9,2.9,No,80.9,6.6,Fair,0,,Poor,53.4,Low,3,3
24,Male,3.4,0.0,1.6,No,95.2,5.4,Good,3,,Average,83.4,High,1,1
24,Female,4.0,3.3,5.4,No,81.2,7.6,Fair,6,Bachelor,Poor,79.0,Medium-High,3,3
22,Male,3.8,3.6,4.3,No,100.0,7.3,Poor,1,Bachelor,Poor,69.9,Medium-Low,1,1
24,Male,4.6,1.8,1.6,No,89.3,5.3,Fair,0,High School,Average,60.1,Medium-Low,1,1
22,Female,2.8,2.6,1.7,No,72.2,7.0,Fair,6,High School,Good,70.3,Medium-Low,3,3
20,Female,4.3,4.8,2.9,Yes,83.7,7.7,Fair,3,High School,Good,79.8,Medium-High,0,0
19,Other,3.1,1.9,3.7,No,78.5,7.9,Good,0,Bachelor,Good,66.6,Medium-Low,1,1
23,Female,4.6,1.2,0.0,No,63.1,6.4,Good,3,,Average,91.7,High,2,2
23,Male,4.4,4.3,0.0,Yes,100.0,6.1,Fair,3,Master,Average,70.1,Medium-Low,0,0
20,Male,2.1,4.9,1.1,No,92.0,8.0,Good,3,High School,Average,61.5,Medium-Low,3,3
18,Female,5.1,2.5,2.4,No,90.3,5.0,Poor,0,Master,Good,79.3,Medium-High,2,2
18,Male,2.7,3.7,2.3,No,86.7,7.0,Poor,5,High School,Good,63.9,Medium-Low,1,1
24,Male,4.7,4.1,3.0,No,71.2,4.9,Good,3,Bachelor,Poor,93.1,High,1,1
23,Male,4.1,1.6,0.5,No,80.2,7.8,Poor,5,High School,Poor,89.8,High,1,1
23,Male,6.3,1.9,0.0,No,93.4,6.2,Fair,6,,Good,100.0,High,2,2
22,Male,3.2,4.0,2.7,No,74.5,8.0,Good,6,Master,Good,61.8,Medium-Low,1,1
19,Male,3.0,4.5,0.9,No,59.7,7.1,Fair,1,Master,Good,51.5,Low,1,1
17,Male,3.5,3.2,0.0,No,82.7,5.0,Good,4,High School,Good,60.4,Medium-Low,3,3
18,Male,3.0,1.4,2.0,No,83.6,8.2,Fair,5,Bachelor,Good,67.2,Medium-Low,3,3
23,Other,4.7,4.9,2.7,No,86.4,8.4,Poor,6,Bachelor,Average,89.6,High,2,2
22,Male,1.1,1.9,1.7,No,92.3,7.6,Fair,4,Master,Good,48.3,Low,1,1
21,Male,1.9,2.1,1.3,No,91.4,5.6,Fair,3,High School,Good,61.7,Medium-Low,3,3
22,Female,1.9,2.9,1.6,Yes,87.6,6.1,Fair,4,Bachelor,Good,44.4,Low,0,0
18,Male,4.9,4.4,1.4,Yes,97.0,6.7,Fair,4,High School,Average,77.2,Medium-High,0,0
18,Female,6.1,3.5,0.3,Yes,69.8,5.7,Good,3,High School,Average,100.0,High,0,0
22,Female,3.3,3.0,1.0,No,90.0,8.5,Good,5,Master,Average,73.0,Medium-High,2,2
17,Male,3.2,3.1,2.4,No,91.3,6.7,Fair,3,High School,Average,68.5,Medium-Low,3,3
20,Male,3.6,2.6,2.2,No,72.6,3.3,Fair,1,High School,Good,61.0,Medium-Low,3,3
18,Female,5.2,3.2,2.0,No,70.0,6.9,Fair,2,Bachelor,Poor,70.5,Medium-Low,1,1
22,Female,2.1,0.0,0.7,No,77.5,6.1,Good,0,Bachelor,Average,52.5,Low,3,3
23,Male,3.9,2.1,1.6,No,78.4,6.4,Good,3,High School,Good,62.8,Medium-Low,3,3
22,Female,5.0,2.8,0.0,Yes,92.5,6.1,Fair,3,High School,Poor,83.5,High,0,0
19,Male,4.3,1.1,2.0,No,78.9,7.5,Good,4,Master,Average,71.4,Medium-High,2,2
20,Other,3.8,3.0,3.4,No,76.4,7.8,Fair,1,High School,Average,61.5,Medium-Low,3,3
21,Male,5.0,2.3,0.2,No,78.9,6.8,Poor,6,Bachelor,Good,75.4,Medium-High,2,2
17,Female,0.0,4.6,1.2,No,96.2,6.1,Poor,6,Bachelor,Average,42.0,Low,3,3
24,Female,4.5,4.4,2.2,No,85.1,6.5,Fair,4,High School,Good,64.0,Medium-Low,3,3
21,Female,2.5,1.9,3.2,Yes,83.2,6.5,Fair,5,Master,Average,60.1,Medium-Low,0,0
20,Female,0.8,2.3,1.3,Yes,83.9,5.5,Poor,3,Bachelor,Good,34.7,Low,0,0
20,Male,4.3,2.4,1.0,Yes,97.9,7.2,Good,3,High School,Average,88.0,High,0,0
20,Male,5.6,2.0,0.0,No,77.5,7.1,Fair,4,Bachelor,Average,100.0,High,2,2
21,Male,3.3,2.7,1.9,No,98.2,8.3,Fair,3,Bachelor,Poor,66.1,Medium-Low,3,3
23,Male,4.9,1.6,4.0,No,87.1,8.0,Fair,5,Bachelor,Poor,95.5,High,2,2
20,Female,5.9,1.1,2.1,Yes,83.4,5.7,Poor,2,Master,Average,86.4,High,0,0
22,Male,5.5,3.2,1.8,No,100.0,7.5,Fair,0,High School,Poor,77.3,Medium-High,2,2
21,Male,6.0,3.3,2.2,No,74.4,5.4,Fair,0,High School,Average,90.2,High,2,2
24,Other,4.6,1.5,1.8,No,81.5,7.3,Fair,0,High School,Good,80.2,Medium-High,1,1
20,Female,3.6,3.6,0.9,No,72.7,5.9,Poor,2,,Average,72.9,Medium-High,1,1
22,Female,1.1,1.7,2.7,No,94.5,5.3,Fair,3,,Average,35.8,Low,3,3
23,Other,3.1,2.8,2.0,No,100.0,6.8,Poor,4,Master,Good,72.8,Medium-High,1,1
19,Male,2.2,3.5,1.8,No,100.0,3.3,Good,6,Bachelor,Good,67.6,Medium-Low,3,3
23,Male,6.8,2.5,0.7,No,97.2,4.4,Good,1,Bachelor,Poor,93.1,High,2,2
24,Female,3.2,3.0,3.2,No,83.0,6.3,Poor,3,Bachelor,Average,57.5,Low,1,1
20,Female,3.7,1.9,2.5,No,81.3,6.6,Fair,2,Bachelor,Good,61.1,Medium-Low,1,1
24,Male,4.3,2.3,1.2,No,68.3,6.1,Poor,5,High School,Poor,77.4,Medium-High,3,3
21,Female,3.6,2.3,2.9,No,100.0,4.6,Fair,2,Master,Good,69.6,Medium-Low,3,3
18,Male,6.0,1.6,1.3,No,89.7,5.5,Fair,6,High School,Poor,100.0,High,2,2
20,Male,2.6,2.3,0.9,No,80.1,7.0,Fair,0,Master,Good,69.3,Medium-Low,3,3
18,Female,3.8,0.6,1.0,No,98.3,7.2,Fair,3,Bachelor,Average,85.7,High,2,2
22,Female,2.4,1.9,0.0,No,75.3,6.5,Good,6,High School,Good,53.9,Low,3,3
19,Female,1.5,2.2,2.3,No,89.1,7.9,Fair,0,Bachelor,Average,43.7,Low,3,3
17,Male,2.6,2.2,0.0,No,83.3,7.0,Fair,1,Bachelor,Good,79.3,Medium-High,3,3
24,Female,3.4,2.2,0.4,No,91.4,5.6,Fair,5,High School,Poor,71.3,Medium-High,3,3
23,Male,2.9,2.4,0.0,No,84.4,6.2,Good,0,Bachelor,Average,61.4,Medium-Low,1,1
19,Male,2.5,3.1,1.7,No,70.5,4.8,Good,1,High School,Good,45.1,Low,3,3
20,Female,1.4,3.5,1.6,No,85.8,6.4,Fair,2,,Average,39.8,Low,3,3
18,Female,3.4,1.7,1.4,No,95.5,7.8,Good,0,Master,Good,70.7,Medium-High,3,3
23,Female,1.2,1.1,0.7,No,84.7,7.3,Fair,0,Bachelor,Average,35.6,Low,1,1
18,Female,4.6,1.2,0.5,No,92.8,8.2,Good,4,Master,Good,93.0,High,2,2
21,Female,3.6,1.9,2.3,No,74.5,6.1,Good,5,Bachelor,Average,83.2,High,1,1
18,Female,1.3,2.1,1.2,No,84.7,8.1,Poor,5,High School,Good,46.6,Low,1,1
21,Male,3.0,1.6,2.1,No,78.8,6.3,Good,6,Bachelor,Good,70.8,Medium-High,1,1
22,Male,2.4,0.9,0.8,No,92.5,8.3,Fair,2,Bachelor,Average,78.3,Medium-High,2,2
23,Male,4.0,2.0,2.0,No,85.3,6.5,Fair,4,Master,Good,70.7,Medium-High,1,1
23,Male,5.5,2.7,3.2,Yes,91.9,7.3,Fair,6,High School,Good,82.6,High,0,0
17,Female,0.7,3.2,2.4,No,95.9,8.3,Good,1,Master,Average,50.3,Low,1,1
20,Female,3.7,1.8,1.3,No,91.9,6.3,Fair,6,Master,Good,80.9,Medium-High,2,2
21,Male,3.3,2.0,2.1,No,87.7,6.8,Poor,1,Bachelor,Poor,75.4,Medium-High,1,1
17,Male,4.5,1.4,1.5,No,75.0,8.0,Good,2,Master,Good,83.7,High,1,1
18,Female,3.8,2.5,1.8,No,85.0,6.3,Poor,5,High School,Average,76.8,Medium-High,2,2
18,Male,2.4,1.5,1.4,No,79.7,4.9,Poor,1,Master,Poor,45.8,Low,3,3
17,Female,3.0,3.2,1.6,No,81.6,9.1,Fair,2,Bachelor,Average,58.4,Low,1,1
23,Female,2.3,0.4,2.0,No,81.3,5.9,Fair,6,,Good,70.3,Medium-Low,1,1
18,Female,5.1,2.1,0.7,Yes,75.2,6.7,Fair,1,Master,Good,99.4,High,0,0
24,Female,3.5,2.9,0.7,No,65.4,7.9,Poor,3,High School,Good,62.9,Medium-Low,3,3
22,Female,6.4,2.7,0.3,Yes,78.3,5.8,Good,0,High School,Average,98.0,High,2,2
22,Male,3.4,5.7,0.0,No,86.9,5.3,Good,6,Bachelor,Poor,74.7,Medium-High,3,3
24,Female,2.4,2.9,0.5,No,71.5,6.8,Fair,5,High School,Good,50.4,Low,1,1
17,Female,1.2,1.3,2.0,No,85.2,4.3,Fair,6,High School,Good,49.4,Low,3,3
24,Male,0.8,2.4,0.8,No,100.0,6.2,Fair,3,Bachelor,Average,35.3,Low,1,1
21,Female,1.1,0.4,2.4,Yes,95.2,6.8,Good,2,,Average,46.3,Low,0,0
21,Female,3.9,2.4,1.8,No,100.0,6.2,Poor,2,High School,Average,68.4,Medium-Low,3,3
17,Female,4.3,1.5,0.0,No,88.9,4.6,Poor,6,,Average,84.2,High,2,2
24,Female,1.1,3.6,2.5,No,96.7,8.4,Good,3,High School,Good,54.6,Low,1,1
21,Female,4.8,1.8,2.7,No,77.8,6.6,Fair,6,Bachelor,Average,88.0,High,2,2
23,Female,2.8,2.4,0.7,No,78.6,8.2,Fair,0,Bachelor,Good,61.5,Medium-Low,3,3
24,Female,3.7,1.7,2.3,Yes,57.6,6.2,Good,0,Master,Average,75.7,Medium-High,0,0
23,Female,5.9,4.6,0.9,No,96.9,5.4,Good,4,Bachelor,Average,100.0,High,2,2
21,Female,4.8,2.1,1.9,No,100.0,6.8,Fair,1,High School,Good,82.6,High,2,2
22,Female,3.1,4.7,0.4,No,79.5,6.2,Good,4,Master,Good,71.5,Medium-High,3,3
21,Female,2.2,3.5,0.0,No,82.5,5.1,Poor,0,Bachelor,Average,57.6,Low,3,3
23,Male,0.3,3.1,1.4,Yes,77.5,8.3,Good,3,Bachelor,Good,36.1,Low,0,0
19,Female,2.4,2.9,1.7,No,88.8,5.8,Fair,1,Bachelor,Average,67.4,Medium-Low,1,1
20,Female,3.2,3.0,1.4,Yes,96.2,4.3,Good,3,Master,Good,74.8,Medium-High,0,0
18,Male,2.0,0.2,0.5,No,67.6,8.1,Good,4,Bachelor,Average,73.6,Medium-High,1,1
24,Female,3.3,2.2,1.4,No,89.1,5.9,Good,2,High School,Good,79.5,Medium-High,1,1
19,Male,3.6,3.5,2.1,No,82.2,5.8,Good,3,Bachelor,Poor,62.5,Medium-Low,3,3
21,Male,3.2,2.4,1.8,No,86.1,4.4,Fair,4,,Average,76.3,Medium-High,1,1
22,Female,2.5,0.8,2.0,No,89.6,8.6,Fair,4,High School,Good,75.6,Medium-High,2,2
17,Male,3.8,2.4,1.1,No,83.1,5.0,Fair,4,High School,Good,64.4,Medium-Low,3,3
21,Female,4.2,4.5,3.1,No,84.0,6.6,Good,2,High School,Average,75.3,Medium-High,3,3
22,Female,1.9,4.0,0.5,Yes,82.9,7.6,Good,2,,Average,50.4,Low,0,0
20,Female,5.6,2.4,2.3,No,94.7,7.0,Fair,6,High School,Average,100.0,High,2,2
21,Male,3.4,3.6,3.1,No,89.2,6.4,Good,2,Bachelor,Good,76.4,Medium-High,3,3
23,Male,3.5,2.1,2.3,No,87.2,4.5,Good,1,Bachelor,Good,69.9,Medium-Low,3,3
17,Female,4.6,0.5,1.6,No,72.3,5.5,Good,2,Master,Good,88.9,High,1,1
22,Other,3.8,1.4,1.2,No,81.2,6.7,Good,2,High School,Average,70.4,Medium-Low,1,1
22,Female,4.9,4.4,2.9,No,94.0,5.6,Fair,2,Bachelor,Good,69.4,Medium-Low,3,3
22,Male,3.9,2.2,0.2,No,85.4,6.7,Poor,3,Master,Average,84.9,High,1,1
20,Female,2.6,2.2,0.7,No,91.6,7.3,Poor,2,High School,Poor,63.6,Medium-Low,3,3
21,Female,4.0,2.1,1.4,No,100.0,7.7,Fair,1,Bachelor,Good,82.2,High,2,2
20,Female,1.8,4.8,3.2,No,95.4,5.0,Good,4,Bachelor,Good,37.4,Low,3,3
24,Male,3.7,4.5,2.2,No,85.9,9.1,Good,3,,Good,73.8,Medium-High,3,3
18,Female,3.5,5.2,0.7,Yes,79.9,7.4,Good,0,Master,Good,53.4,Low,0,0
18,Female,3.2,2.3,1.5,No,59.5,6.5,Good,2,Bachelor,Good,64.2,Medium-Low,3,3
24,Other,3.3,2.9,1.1,No,83.3,7.8,Poor,6,,Good,70.4,Medium-Low,3,3
21,Male,0.7,0.7,1.0,No,81.7,9.3,Poor,6,,Average,51.5,Low,3,3
23,Female,2.7,4.3,2.9,No,88.9,4.8,Poor,4,,Average,53.4,Low,3,3
20,Female,3.6,1.1,0.3,Yes,83.5,6.2,Fair,4,High School,Good,77.2,Medium-High,0,0
17,Male,3.7,2.8,3.6,No,81.8,3.6,Fair,3,Bachelor,Good,59.8,Medium-Low,1,1
22,Female,2.0,1.2,2.7,No,67.2,6.7,Poor,6,Bachelor,Average,55.4,Low,3,3
22,Female,5.4,1.8,3.0,Yes,75.6,6.9,Fair,0,High School,Average,69.9,Medium-Low,0,0
21,Male,2.2,1.5,1.3,Yes,89.8,6.5,Poor,5,Master,Average,71.6,Medium-High,0,0
23,Male,5.0,1.8,1.6,No,100.0,5.7,Good,6,High School,Poor,92.9,High,2,2
18,Female,4.1,1.9,0.2,No,84.0,4.0,Fair,6,,Good,72.4,Medium-High,2,2
18,Male,2.5,1.8,1.2,Yes,88.3,6.9,Fair,1,High School,Average,70.5,Medium-Low,0,0
22,Female,6.2,3.5,2.3,No,94.5,8.2,Fair,5,Bachelor,Good,100.0,High,2,2
21,Male,1.7,1.2,3.2,No,76.9,5.8,Good,4,High School,Average,37.4,Low,1,1
20,Female,4.9,2.8,0.6,No,88.7,7.0,Fair,5,High School,Average,88.7,High,2,2
18,Male,5.0,4.0,1.4,No,77.6,4.6,Fair,6,High School,Poor,88.6,High,2,2
20,Female,2.5,1.9,1.6,No,93.6,7.0,Good,4,Bachelor,Good,68.5,Medium-Low,3,3
23,Other,5.6,1.6,0.3,No,86.5,6.0,Fair,5,Master,Good,100.0,High,2,2
18,Other,3.1,2.2,2.5,No,88.0,5.6,Good,4,High School,Good,66.9,Medium-Low,3,3
18,Female,3.9,3.9,1.0,No,77.2,5.6,Fair,4,High School,Poor,71.5,Medium-High,3,3
19,Male,3.9,2.7,1.6,No,92.1,6.0,Fair,3,Bachelor,Average,77.8,Medium-High,2,2
18,Female,3.3,1.9,1.3,No,100.0,7.0,Poor,0,Bachelor,Poor,67.7,Medium-Low,1,1
24,Male,4.7,3.1,0.9,No,74.9,4.9,Good,4,High School,Average,96.4,High,2,2
17,Male,4.7,1.2,1.8,No,81.6,6.0,Fair,1,Master,Good,83.1,High,2,2
24,Male,0.9,3.3,1.6,Yes,87.3,6.5,Poor,6,Bachelor,Good,37.9,Low,0,0
21,Female,5.5,3.0,1.4,No,92.9,5.2,Fair,6,High School,Good,76.3,Medium-High,2,2
21,Female,1.0,2.1,1.0,No,79.4,8.7,Fair,1,Bachelor,Average,52.6,Low,1,1
20,Female,5.0,1.5,2.2,No,56.7,5.5,Poor,2,Master,Average,83.6,High,2,2
24,Male,5.2,1.4,3.6,No,98.6,5.7,Good,4,Bachelor,Average,92.0,High,2,2
24,Male,1.9,3.1,2.0,No,92.6,5.3,Good,4,,Poor,53.2,Low,3,3
24,Other,2.9,4.0,2.9,No,67.6,8.7,Poor,4,High School,Good,56.4,Low,1,1
23,Male,1.8,1.7,0.3,No,78.9,7.2,Fair,5,High School,Good,58.1,Low,3,3
18,Male,3.2,3.1,2.0,No,100.0,5.4,Good,4,High School,Average,70.9,Medium-High,3,3
17,Male,3.0,0.0,0.6,Yes,99.5,7.8,Fair,4,Bachelor,Average,98.7,High,0,0
20,Female,4.7,1.8,0.2,Yes,94.4,6.7,Fair,1,Bachelor,Good,83.3,High,0,0
24,Female,5.5,2.5,1.0,No,83.2,6.8,Fair,0,Bachelor,Good,80.6,Medium-High,1,1
24,Male,5.6,1.4,3.1,No,85.8,6.1,Good,0,Master,Good,91.3,High,2,2
19,Male,2.7,1.4,2.8,No,83.7,5.6,Good,2,High School,Average,63.5,Medium-Low,1,1
20,Female,3.2,1.7,2.1,Yes,96.3,6.9,Good,1,Master,Average,66.3,Medium-Low,0,0
24,Female,1.0,2.9,0.1,No,76.2,5.8,Poor,4,Bachelor,Good,49.9,Low,3,3
20,Male,2.3,2.3,1.6,Yes,76.9,8.7,Fair,0,High School,Good,68.9,Medium-Low,0,0
18,Female,4.9,0.0,2.1,Yes,95.1,5.0,Good,3,Bachelor,Average,94.2,High,2,2
19,Male,5.9,0.0,2.0,Yes,84.6,8.3,Poor,3,High School,Good,100.0,High,2,2
20,Male,1.6,1.8,0.0,No,98.8,6.4,Good,3,Bachelor,Good,58.6,Medium-Low,3,3
17,Female,2.6,3.0,0.8,No,78.3,6.9,Good,4,Bachelor,Average,53.2,Low,3,3
17,Male,3.5,0.0,1.7,No,84.5,7.5,Poor,4,High School,Average,70.5,Medium-Low,1,1
21,Female,3.9,1.9,2.4,No,75.8,5.7,Good,2,Bachelor,Average,64.0,Medium-Low,3,3
19,Male,2.3,1.9,0.0,Yes,85.1,7.5,Fair,6,Bachelor,Poor,77.4,Medium-High,0,0
19,Male,4.1,4.2,1.6,No,70.2,3.3,Good,2,High School,Good,57.4,Low,3,3
21,Other,2.8,2.0,2.0,No,80.1,5.6,Fair,2,,Average,59.9,Medium-Low,1,1
20,Male,3.5,3.0,2.7,No,70.6,5.4,Fair,5,High School,Good,66.7,Medium-Low,3,3
19,Female,4.3,2.7,2.6,Yes,91.9,5.0,Good,3,Bachelor,Good,58.4,Low,0,0
17,Male,3.5,0.0,2.4,No,92.2,6.2,Good,4,Master,Poor,63.6,Medium-Low,3,3
17,Male,2.8,3.4,0.9,No,67.7,7.0,Poor,3,Master,Average,62.6,Medium-Low,3,3
24,Male,3.3,2.8,0.0,No,98.3,7.3,Fair,2,Bachelor,Good,70.6,Medium-High,3,3
18,Female,3.4,3.1,1.4,No,100.0,6.8,Poor,4,Bachelor,Good,75.2,Medium-High,3,3
19,Male,2.9,7.2,2.9,Yes,85.5,5.7,Fair,1,High School,Good,50.1,Low,0,0
20,Female,3.1,0.0,3.3,No,78.6,6.9,Fair,0,Bachelor,Average,72.8,Medium-High,3,3
21,Male,5.9,4.6,2.6,Yes,100.0,6.6,Fair,0,High School,Average,72.7,Medium-High,0,0
21,Other,4.3,2.2,2.3,No,71.8,7.6,Fair,2,High School,Good,76.0,Medium-High,1,1
20,Male,3.1,2.8,2.2,No,85.2,7.4,Poor,6,Bachelor,Good,74.1,Medium-High,1,1
23,Female,4.5,2.4,1.2,Yes,86.8,6.5,Poor,3,,Average,79.0,Medium-High,0,0
22,Female,3.0,2.0,1.7,No,98.5,5.4,Poor,1,Bachelor,Good,51.3,Low,3,3
18,Female,5.3,1.8,3.6,No,88.6,5.7,Fair,4,Bachelor,Average,71.0,Medium-High,1,1
21,Female,4.1,2.9,0.8,Yes,80.0,5.8,Good,6,High School,Good,76.4,Medium-High,0,0
19,Female,3.3,0.7,3.6,No,75.5,6.1,Poor,3,High School,Good,52.6,Low,1,1
18,Female,4.2,3.4,1.4,No,81.6,6.8,Good,2,Master,Average,74.0,Medium-High,2,2
19,Male,1.1,2.0,3.3,No,74.9,7.4,Good,3,Bachelor,Good,42.6,Low,3,3
23,Male,1.8,1.1,0.3,No,85.5,6.4,Good,2,High School,Average,49.8,Low,3,3
17,Female,1.7,2.0,2.4,No,79.4,6.5,Good,5,High School,Average,45.7,Low,3,3
18,Female,3.7,4.0,1.0,No,70.1,6.7,Good,0,Bachelor,Poor,77.2,Medium-High,1,1
24,Female,6.1,1.9,0.2,No,97.6,5.9,Poor,6,Bachelor,Poor,98.5,High,2,2
21,Female,6.8,2.9,2.0,No,80.0,5.4,Fair,0,High School,Average,96.2,High,2,2
18,Male,4.5,1.6,2.9,Yes,72.3,4.4,Good,3,High School,Good,71.3,Medium-High,0,0
18,Male,4.3,3.4,0.9,No,83.3,5.7,Fair,1,Master,Good,59.2,Medium-Low,3,3
18,Female,0.8,3.3,0.2,No,85.7,7.1,Good,4,Bachelor,Poor,51.8,Low,3,3
22,Male,2.7,4.7,1.7,Yes,67.5,5.7,Poor,2,Master,Good,59.3,Medium-Low,0,0
18,Male,2.3,2.3,1.7,No,88.3,6.2,Good,4,Bachelor,Good,58.5,Medium-Low,3,3
19,Female,2.6,3.3,2.4,No,74.5,7.1,Fair,0,Master,Good,44.5,Low,1,1
17,Male,3.2,2.6,2.8,No,100.0,7.1,Fair,1,High School,Good,75.4,Medium-High,1,1
23,Female,2.8,4.1,1.7,Yes,90.2,5.2,Fair,1,Bachelor,Average,54.9,Low,0,0
20,Male,0.5,1.6,3.8,Yes,81.0,7.7,Good,4,,Average,30.2,Low,0,0
18,Female,4.6,3.4,2.0,No,77.5,7.9,Good,0,Bachelor,Good,71.8,Medium-High,1,1
21,Male,1.9,2.3,1.4,No,84.0,5.1,Fair,4,High School,Poor,51.8,Low,3,3
18,Male,3.9,2.4,0.0,Yes,91.1,5.5,Good,3,High School,Poor,59.5,Medium-Low,0,0
21,Male,6.6,2.6,1.5,No,84.7,7.9,Fair,1,Master,Poor,96.6,High,2,2
19,Male,2.1,2.8,1.4,Yes,82.8,6.3,Poor,1,Master,Average,44.1,Low,0,0
21,Male,0.0,2.4,2.9,No,85.6,3.8,Poor,3,,Average,30.5,Low,3,3
24,Male,3.1,2.8,2.3,No,79.0,4.8,Poor,0,Bachelor,Average,63.7,Medium-Low,3,3
20,Female,5.2,4.4,0.5,No,81.6,6.2,Fair,1,High School,Poor,74.0,Medium-High,3,3
17,Male,6.4,3.7,2.0,No,64.1,5.1,Fair,6,High School,Good,98.8,High,2,2
21,Female,1.7,3.5,2.5,No,94.7,6.0,Good,5,Bachelor,Good,53.0,Low,3,3
21,Female,4.2,2.0,3.5,No,88.0,6.5,Good,5,High School,Average,84.6,High,2,2
17,Female,2.8,1.4,2.8,No,77.3,8.3,Poor,5,Master,Poor,73.0,Medium-High,3,3
20,Male,3.3,3.6,2.6,No,100.0,6.2,Fair,2,High School,Poor,57.1,Low,1,1
18,Female,7.5,3.6,1.9,Yes,85.9,7.8,Fair,6,Bachelor,Average,100.0,High,2,2
21,Male,1.2,4.3,2.2,No,74.6,8.2,Fair,2,Bachelor,Average,36.2,Low,3,3
17,Male,3.9,1.8,3.2,No,93.6,8.2,Poor,0,High School,Average,65.6,Medium-Low,3,3
24,Other,4.2,2.2,0.3,Yes,89.0,6.8,Poor,3,High School,Good,87.5,High,0,0
24,Male,5.1,0.5,1.4,No,88.9,4.1,Good,4,Bachelor,Average,100.0,High,2,2
19,Female,3.6,2.0,1.0,Yes,80.7,7.1,Good,6,Bachelor,Average,85.6,High,0,0
17,Female,4.0,3.7,2.2,No,89.5,7.8,Poor,0,High School,Average,89.4,High,1,1
19,Female,2.9,1.9,3.2,No,82.4,6.4,Fair,4,Bachelor,Good,66.9,Medium-Low,3,3
24,Female,3.9,3.3,1.1,Yes,90.6,8.6,Fair,0,,Good,56.0,Low,0,0
20,Male,3.0,2.3,0.0,No,66.0,7.5,Good,2,High School,Good,77.9,Medium-High,3,3
18,Male,4.4,2.9,1.3,No,80.7,7.2,Fair,5,High School,Good,91.3,High,2,2
17,Female,2.9,1.1,2.8,No,100.0,7.8,Poor,3,,Average,68.4,Medium-Low,3,3
23,Male,4.1,2.6,2.4,No,77.3,6.9,Good,2,Bachelor,Average,85.3,High,2,2
24,Male,3.5,0.0,2.3,No,79.0,3.5,Fair,3,Bachelor,Good,64.4,Medium-Low,1,1
24,Male,5.2,2.3,1.5,No,80.5,5.9,Fair,6,Master,Poor,82.8,High,2,2
23,Male,3.4,0.5,0.4,No,72.9,7.9,Fair,4,Bachelor,Good,78.0,Medium-High,2,2
